id,name,type,typecode,address,location,tel,pname,cityname,adname,business_area,photos,lng,lat,rating,price_level,popularity,surrounding_population,competitors,transport
B0LBZZMQDI,脆鲜生-脆鲩鱼火锅-卓悦中心店,餐饮服务;中餐厅;火锅店,050117,福华路348号卓悦中心西区B2层华为商店旁边手扶梯下到负二,"114.065786,22.536424",19924569678,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0J255KGD1/comment/04ef6232bfe19784391c183c5614146b_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/7142f2d07e701cffa56010e31e8d994c'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0J255KGD1/comment/89114674619df68becbffa87534c3385_2048_2048_80.jpg'}]",114.065786,22.536424,4.2,2,120,26000,7,0.7
B0GK9UQLJJ,珮姐重庆火锅(福田旗舰店),餐饮服务;中餐厅;火锅店,050117,民田路138号购物公园北园C区一层151-152号,"114.053612,22.534884",0755-83451989,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://img.alicdn.com/imgextra/i1/3695320962/O1CN011IydiR9hdBb1ZK0_!!3695320962-0-kbcontentapng.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/ef908a89ee4ff2c0209bd83e2dc0ad6b'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0GK9UQLJJ/comment/6c65fd1c95982d44bf50ea0cc4c21e49_2048_2048_80.jpg'}]",114.053612,22.534884,4.5,2,130,29000,8,0.8
B0FFKTAZ75,悦景酒家(华安保险总部大厦店),餐饮服务;中餐厅;中餐厅,050100,福华一路117号华安保险总部大厦F3层,"114.051231,22.536514",0755-82338008,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/6cf3f0b8fc79bfab819ce838da941285'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFKTAZ75/comment/a09c7b7b75329f01ddfeebffaa691426_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFKTAZ75/comment/3392f2e502f24c4e395f67f52c79b8e5_2048_2048_80.jpg'}]",114.051231,22.536514,4.7,3,140,32000,9,0.9
B0FFL9RP1W,费大厨辣椒炒肉(卓悦中心店),餐饮服务;中餐厅;中餐厅,050100,福田街道福华路348号卓悦中心商场,"114.065527,22.536130",0755-23992351,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFL9RP1W/comment/0ec2ef44bdb43c92ba9c89295688c55f_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFL9RP1W/comment/8ACAEE29_F22B_4FD7_8C6C_23E8057E2E96_L0_001_1284_697_1731911387740_65461343.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/7256476cd5af0a6cb917c90adb49acbc'}]",114.065527,22.53613,4.9,3,150,35000,10,0.5
B02F37VW7E,肯德基(星河店),餐饮服务;快餐厅;肯德基,050301,福华路星河CoCoPark花园负一楼B1C-076A商铺,"114.054529,22.534049",0755-88312096,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/cf64ea8e22533b4bba864a3b10c322fb'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5e7a78fbf85fe3383000778fbcbe083c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6ee15ca4c3b793d75f726e683de06ce3'}]",114.054529,22.534049,3.8,4,160,38000,11,0.6
B0KRS7H9TF,COMMUNE·X幻师(福田COCOPark店),体育休闲服务;娱乐场所;娱乐场所|餐饮服务;餐饮相关场所;餐饮相关,080300|050000,福田街道福华三路福田星河COCOpark商场一楼L1s-041号,"114.054540,22.533907",18018746541,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0KRS7H9TF/comment/content_media_external_file_554_1752579502492_98100806.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0KRS7H9TF/comment/%5B2025-01-09-17-36-09%5DC1F7E3CD-D0C6-47B3-9E74-100086A8115_1736415371187_77092311.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0KRS7H9TF/comment/DA275185_8603_49A8_9E2C_DAB9E5897899_L0_001_1280_1707_1730728043269_34592144.jpg'}]",114.05454,22.533907,4.0,1,170,41000,12,0.7
B0H0LSHHAM,the eating table(卓悦中心店),餐饮服务;外国餐厅;西餐厅(综合风味),050201,福华一路348号深圳One Avenue·卓悦中心L1层,"114.065892,22.537764",0755-83228292,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/5dd53cf66276094d0ea607aaa37bd954'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0H0LSHHAM/comment/content_media_external_images_media_100065855_1742544044235_39848546.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0H0LSHHAM/comment/content_media_external_images_media_100065855_1742544044236_82520625.jpg'}]",114.065892,22.537764,4.2,2,180,44000,13,0.8
B0FFL7Y4FS,大無烧肉(深圳One Avenue·卓悦中心店),餐饮服务;外国餐厅;日本料理,050202,福华一路348号深圳卓悦中心L2层,"114.066447,22.536479",0755-83265286;19926512912,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFL7Y4FS/comment/A53EF0F3_0C4B_45B3_A892_87DF3188F719_L0_001_1280_1707_1742568055944_66389877.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/c05db4e305c115d1153f43b081e2264f?type=7'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/04b002695c0cd160074f445e10cf5fc3'}]",114.066447,22.536479,4.5,2,190,47000,14,0.9
B0JUFSOBP8,破店肥哈·东北烧烤(皇庭广场店),餐饮服务;中餐厅;中餐厅,050100,福田街道福安社区福华二路118号皇庭国商购物广场G-19,"114.060658,22.533723",19926485179,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0JUFSOBP8/comment/36d824c17473e7abc96fb29dbd25cbf3_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JUFSOBP8/comment/content_media_external_images_media_100007465_1735404871024_37497526.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0I2LAWJME/comment/bcad9cfd5587f1ef1b5b481aa7a70012_2048_2048_80.jpg'}]",114.060658,22.533723,4.7,3,50,5000,0,0.5
B0FFJHY6JZ,海底捞火锅(深圳卓越店),餐饮服务;中餐厅;火锅店,050117,福华三路卓悦INTOWN购物中心4号楼L401、L402,"114.064496,22.532035",0755-23890492;0755-23890493,广东省,深圳市,福田区,皇岗,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFJHY6JZ/comment/BDD08DED_F1B9_4BC6_9849_FE638B268D80_L0_001_1500_200_1753592003715_96018574.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFJHY6JZ/comment/d59c63eb8c216580d866d99ef19e5f1d_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFJHY6JZ/comment/30A684AA_A90E_4D37_A231_F4964FDD0B9C_L0_001_1284_941_1752305405727_31511569.jpg'}]",114.064496,22.532035,4.9,3,60,8000,1,0.6
B0IRDKKM4Q,寿司郎(卓悦中心店),餐饮服务;外国餐厅;日本料理,050202,福华一路348号卓悦中心西区B2层,"114.065806,22.535721",18129964552,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0ab2a58c975ddd6d9772315438791af9'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0IRDKKM4Q/comment/f33f2f17a28d73b79d91b25646a11881_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0IRDKKM4Q/comment/4209b982b35d450a8f34ed9a79dcb6c6_2048_2048_80.jpg'}]",114.065806,22.535721,3.8,4,70,11000,2,0.7
B0HGMX08XL,辣可可·小炒黄牛肉(皇庭广场店),餐饮服务;中餐厅;中餐厅,050100,福华三路118号皇庭广场L1层,"114.060515,22.533546",0755-23888099,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0HGMX08XL/comment/61a01a89879afe3adf9cb9f5c2892556_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HGMX08XL/comment/content_media_external_images_media_100067631_1743391702881_55404889.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HGMX08XL/comment/b1c8c8d7841fe2673c5b22720037c568_2048_2048_80.jpg'}]",114.060515,22.533546,4.0,1,80,14000,3,0.8
B0FFLII65G,隐厨·中国菜馆(卓悦中心店),餐饮服务;中餐厅;中餐厅,050100,福田街道岗厦社区深南大道南侧岗厦天元花园L3层L305-306,"114.065102,22.536454",18620301851,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFLII65G/comment/content_media_external_images_media_100007664_1732422849347_73741785.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFLII65G/comment/content_media_external_images_media_100009100_1733368356372_91175714.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFLII65G/comment/content_media_external_images_media_100009100_1733368356374_76655532.jpg'}]",114.065102,22.536454,4.2,2,90,17000,4,0.9
B0IG5SISEI,炳胜品味(卓悦中心店),餐饮服务;中餐厅;中餐厅,050100,深南大道2005号One Avenue卓悦中心东区L2层L244,"114.066837,22.536445",0755-82738819,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/9599a2fb26da5659cdb75e680049177f'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/d8c33227421a6fe327d094199544b5b2'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/b2e833d77220fa818a91cecbbdc2e5af'}]",114.066837,22.536445,4.5,2,100,20000,5,0.5
B0J1NHIOJ2,野妹经典火锅(皇庭广场店),餐饮服务;中餐厅;火锅店,050117,福华路皇庭广场B1-1号电影院旁,"114.059577,22.533919",0755-23608617,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0J1NHIOJ2/headerImg/0289a5296d1cf3524c731bb907771a94_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0J1NHIOJ2/comment/b52cd22b5cd4bbb16a1605db46be21c1_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0J1NHIOJ2/comment/f7956d6e565c1aacca625b0b27521cb5_2048_2048_80.jpg'}]",114.059577,22.533919,4.7,3,110,23000,6,0.6
B0H1OLVFJN,桂语溪·精致江浙菜(卓悦中心店),餐饮服务;中餐厅;中餐厅,050100,福华路348号ONEAVENUE卓悦中心西区1号门2层,"114.065198,22.535242",18038161203,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0H1OLVFJN/comment/76d0a4c5ef19c3c9b47dfc830418ccce_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0H1OLVFJN/comment/869770e8fd61ac8c8e6b9163b4eb453d_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0H1OLVFJN/comment/2b3a4640a9463122abd1e51ee2aefa87_2048_2048_80.jpg'}]",114.065198,22.535242,4.9,3,120,26000,7,0.7
B0JGUCE9XA,鸟剑居酒屋(景田店),餐饮服务;外国餐厅;日本料理,050202,莲花街道紫荆社区新闻路1号中电信息大厦105,"114.047866,22.541568",19076124355,广东省,深圳市,福田区,香蜜湖,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0JGUCE9XA/comment/86e6a020e87dc57328e5a3798a8090d5_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6c4480ad670eee63fa73af564f8e1cd5'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JGUCE9XA/comment/74f7506da6980a5fd78f1edcc508736f_2048_2048_80.jpg'}]",114.047866,22.541568,3.8,4,130,29000,8,0.8
B02F37WC9K,麦当劳(金田二餐厅),餐饮服务;快餐厅;麦当劳,050302,金田路3037号金中环国际商务大厦金中环商务大厦负一楼,"114.062784,22.534143",0755-82521287,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c551496405a62601622d93bf97503fd6'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37WC9K/comment/c59679b48770d4d069bbd0120b34f81c_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37WC9K/comment/658e413cbf963ba4d13c1f20eb2ae0d1_2048_2048_80.jpg'}]",114.062784,22.534143,4.0,1,140,32000,9,0.9
B0JKVSO8AC,蟹叁寳(福田店),餐饮服务;中餐厅;综合酒楼,050101,福田街道岗厦社区福华路350号岗厦皇庭中心102L1-2(距地铁一号线四号线会展中心站A1口步行250米),"114.064477,22.535291",19065163439,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0JKVSO8AC/comment/546be36be309c6c9d107b99cff06a3e2_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JKVSO8AC/comment/content_media_external_images_media_100010941_1743674018979_27167002.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JKVSO8AC/comment/content_media_external_images_media_100010941_1743674019359_16022208.jpg'}]",114.064477,22.535291,4.2,2,150,35000,10,0.5
B02F38JCUP,gaga(COCOPARK店),餐饮服务;休闲餐饮场所;休闲餐饮场所|餐饮服务;中餐厅;中餐厅,050400|050100,福田街道民田路东福华三路北星河苏活购物公园负102BIS-042、043、045、046、047,"114.054255,22.533595",0755-83591880,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/query_pic?id=st00553da5-5f2c-469d-84ad-215392b36703&user=search&operate=original'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F38JCUP/comment/E648E1A7_883E_4E7B_B7A3_DCDF38082954_L0_001_1502_2000_1726631296567_77271318.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/c5e6e9c5b2815b7d017ff565b8688791'}]",114.054255,22.533595,4.5,2,160,38000,11,0.6
B0FFL9M8PD,Green Table(深圳One Avenue·卓悦中心店),餐饮服务;外国餐厅;西餐厅(综合风味),050201,福华一路348号深圳One Avenue·卓悦中心L1层,"114.065787,22.538072",13760371765,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFL9M8PD/comment/E29B2158_5522_4192_A8F8_99669C3324CE_L0_001_1512_201_1750315873298_40078646.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFL9M8PD/comment/FFE76123_67E0_4444_9E5D_508F98E7EB9C_L0_001_2000_1500_1737350043516_60435485.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0LB2AMQO4/comment/content_media_external_images_media_100065246_1742350188964_91457817.jpg'}]",114.065787,22.538072,4.7,3,170,41000,12,0.7
B0J09HUOQU,潮悦牛肉火锅城(景田店),餐饮服务;中餐厅;火锅店,050117,红荔西路7002号第一世界广场裙楼A座106,"114.048483,22.548131",0755-26929188,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/92257829d83dad9296895d9cc00203cd'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0J09HUOQU/comment/content_media_external_images_media_100000069_1725887177172_15012128.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0J09HUOQU/comment/content_media_external_images_media_1000010958_ss__1742308449972_55821115.jpg'}]",114.048483,22.548131,4.9,3,180,44000,13,0.8
B02F37UKQT,金皇廷酒家,餐饮服务;中餐厅;综合酒楼,050101,金田路3037号5楼,"114.062896,22.533874",0755-23993048;0755-23993688,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a9083ed47f5484afc5f07e61b95e9238'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37UKQT/comment/d2a087913a28358cb0a8d220446f30c3_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37UKQT/comment/10cf729067192ca625bfa7d1f4029763_2048_2048_80.jpg'}]",114.062896,22.533874,3.8,4,190,47000,14,0.9
B0KDF54J9B,潮汕大目牛肉火锅(岗厦店),餐饮服务;中餐厅;火锅店,050117,彩田路彩虹新都裙楼1层,"114.068398,22.536081",0755-82522207,广东省,深圳市,福田区,皇岗,"[{'title': [], 'url': 'http://store.is.autonavi.com/query_pic?id=st55bfbfdd-2456-4b24-aa00-9cedfd5be7b8&user=search&operate=original'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0KDF54J9B/comment/08a8c4f83804005e0faf97ee92f3f934_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0KDF54J9B/comment/D14054C7_5384_4DA0_8943_3197D68AD80D_L0_001_2000_150_1749019796656_60771198.jpg'}]",114.068398,22.536081,4.0,1,50,5000,0,0.5
B0GD5L3X2X,利宝阁(OneAvenue卓悦中心店),餐饮服务;中餐厅;广东菜(粤菜),050103,岗厦社区福华路卓悦中心西区L5-504,"114.064347,22.536512",0755-88341366,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0GD5L3X2X/comment/3f47117edf0d01c9da3b5f3cdac59586_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0GD5L3X2X/comment/bb7efa65e0881be677d219f3161626a0_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0GD5L3X2X/comment/content_media_external_file_38927_ss__1756164355850_10087758.jpg'}]",114.064347,22.536512,4.2,2,60,8000,1,0.6
B0HAD1H6B4,汉阳廷自助烤肉(皇庭广场店),餐饮服务;中餐厅;中餐厅,050100,福华三路118号皇庭广场B1层(会展中心地铁站C口旁),"114.060468,22.533921",0755-83229167,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/33b12f503667567f7ae6c639a20bc06b'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8751efce8d7be36f0335189ba56fe283'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HAD1H6B4/comment/9dfcbed1b9fc0455bf058a6f1956438f_2048_2048_80.jpg'}]",114.060468,22.533921,4.5,2,70,11000,2,0.7
B0JK4APCY3,大鸽饭(福田COCO Park店),餐饮服务;中餐厅;中餐厅,050100,福华三路268号福田星河COCOPark商场三楼L3-021号商铺,"114.053592,22.532984",0755-82566375,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0JK4APCY3/comment/ea9c29c764d89b446edddd80a829b2c5_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JK4APCY3/comment/05e5843fc559c45726ef8297bae35a5c_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/b256ee6d002bba581f3f272bde4c5a61'}]",114.053592,22.532984,4.7,3,80,14000,3,0.8
B0JBPL6KA2,寿司郎(皇庭广场店),餐饮服务;外国餐厅;日本料理,050202,福安社区福华三路118号皇庭国商购物广场L1楼29A30号商铺,"114.060432,22.533961",[],广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/51d8a8cc2905ff8cb3f160f16909bd01'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JBPL6KA2/comment/dcba372061dcc76bc5a78e72665f8341_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JBPL6KA2/comment/C4822997_74D8_4412_8C53_28FB99403508_L0_001_2000_150_1754806469040_50488695.jpg'}]",114.060432,22.533961,4.9,3,90,17000,4,0.9
B0FFLCSVT2,汕头八合里海记牛肉店(卓悦中心店),餐饮服务;中餐厅;火锅店,050117,福华路346号岗厦城B1层B1108号,"114.066749,22.535508",0755-23944021,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/query_pic?id=st724a6e9a-91b8-4e08-813e-dc551cdf86ff&user=search&operate=original'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/82cbd109cf10622446b8493a67fafb37'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5cf36c125e46e00f6ce543d089cd3467'}]",114.066749,22.535508,3.8,4,100,20000,5,0.5
B02F37UK9L,鹏湾大酒楼,餐饮服务;中餐厅;综合酒楼,050101,景田南路一号橄榄绿洲家园商业四楼,"114.045408,22.543431",0755-82713338,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B02F37UK9L/comment/%5B2025-01-06-04-24-57%5D7F162699-A62D-42DD-9B13-056D0FE7C96_1736108699797_54868084.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37UK9L/comment/content_media_external_images_media_100009866_1733783811384_97596523.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37UK9L/comment/%5B2025-01-06-04-24-46%5D418C8E87-87F9-459B-95F4-F4C4ED993A0_1736108699796_35978028.jpg'}]",114.045408,22.543431,4.0,1,110,23000,6,0.6
B02F38JBLS,胜记酒家(卓越时代广场店),餐饮服务;中餐厅;广东菜(粤菜)|餐饮服务;中餐厅;海鲜酒楼,050103|050119,益田路4068号卓越时代广场3楼(平安金融中心对面),"114.057210,22.533950",0755-23989122;0755-23989133,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B02F38JBLS/comment/4758a38d9455a0910c216361d483213d_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F38JBLS/comment/4c9b3b3f13b15ded7c72b33398bb5f59_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F38JBLS/comment/459cd806113de0fa206c688fdb9e7937_2048_2048_80.jpg'}]",114.05721,22.53395,4.2,2,120,26000,7,0.7
B0FFJK2NPE,新荣记(平安金融中心店),餐饮服务;中餐厅;中餐厅,050100,益田路5003平安金融中心裙楼6楼,"114.055572,22.533065",0755-28681277,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFJK2NPE/comment/b59ae22cac5542ad55108185d1c8e551_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFJK2NPE/comment/e0aa53896c48fa51d444c26103d5133c_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFJK2NPE/comment/c5f50ef4d20fbbde9674ae491a634157_2048_2048_80.jpg'}]",114.055572,22.533065,4.5,2,130,29000,8,0.8
B0K0PSVBW0,三出山火锅(深圳coco park店),餐饮服务;中餐厅;火锅店,050117,星河CoCopark购物广场二楼118号三出山,"114.054005,22.533567",15361633102,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0K0PSVBW0/comment/content_media_external_images_media_48345_1734279439737_31963426.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0K0PSVBW0/comment/%5B2025-01-08-15-11-20%5DA53EF71A-753D-4B17-9087-DF2097B3557_1736320280739_45873935.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0K0PSVBW0/comment/b391916b268c6320e52c0bfd0865116d_2048_2048_80.jpg'}]",114.054005,22.533567,4.7,3,140,32000,9,0.9
